k,type,score,label
2,Kmeans,0.746275,0
2,Kmeans,0.747962,0
2,Kmeans,0.538594,0
2,Kmeans,0.589963,0
2,Kmeans,0.719225,1
2,Kmeans,0.707663,1
2,Kmeans,0.749324,1
2,Kmeans,0.396285,0
2,Kmeans,0.53107,0
2,Kmeans,0.750974,1
2,Kmeans,0.747032,0
2,Kmeans,0.677431,0
2,Kmeans,0.646951,0
2,Kmeans,0.742393,1
2,Kmeans,0.636853,1
2,Kmeans,0.7388,0
2,Kmeans,0.291794,0
2,Kmeans,0.543475,0
2,Kmeans,0.50505,1
2,Kmeans,0.739986,0
2,Kmeans,0.426884,0
2,Kmeans,0.730084,1
2,Kmeans,0.737947,0
2,Kmeans,0.726829,1
2,Kmeans,0.702984,0
2,Kmeans,0.709936,0
2,Kmeans,0.709342,0
2,Kmeans,0.698308,0
2,Kmeans,0.756269,1
2,Kmeans,0.739577,1
2,Kmeans,0.739778,0
2,Kmeans,0.70444,1
2,Kmeans,0.703512,1
2,Kmeans,0.551762,0
2,Kmeans,0.610315,1
2,Kmeans,0.430179,0
2,Kmeans,0.041401,0
2,Kmeans,0.665836,1
2,Kmeans,0.741984,0
2,Kmeans,0.480577,1
2,Kmeans,0.591583,1
2,Kmeans,0.424622,0
2,Kmeans,0.745124,0
2,Kmeans,0.285458,0
2,Kmeans,0.693929,1
2,Kmeans,0.728569,1
2,Kmeans,0.710163,0
2,Kmeans,0.711874,1
2,Kmeans,0.722632,1
2,Kmeans,0.746284,0
2,Kmeans,0.747277,0
2,Kmeans,0.515024,1
2,Kmeans,0.573111,1
2,Kmeans,0.70492,0
2,Kmeans,0.624018,0
2,Kmeans,0.100003,0
2,Kmeans,0.640128,0
2,Kmeans,0.747238,1
2,Kmeans,0.743963,1
2,Kmeans,0.689615,1
2,Kmeans,0.105908,0
2,Kmeans,0.672372,1
2,Kmeans,0.742186,0
2,Kmeans,0.674862,1
2,Kmeans,0.747051,0
2,Kmeans,0.750001,1
2,Kmeans,0.697251,0
2,Kmeans,0.634223,0
2,Kmeans,0.180407,1
2,Kmeans,0.756319,1
2,Kmeans,0.215218,0
2,Kmeans,0.584745,1
2,Kmeans,0.686867,0
2,Kmeans,0.331585,0
2,Kmeans,0.095903,1
2,Kmeans,0.565116,0
2,Kmeans,0.727016,0
2,Kmeans,0.752127,1
2,Kmeans,0.72813,0
2,Kmeans,0.348075,0
2,Kmeans,0.7119,0
2,Kmeans,0.745759,0
2,Kmeans,0.602776,0
2,Kmeans,0.231622,0
2,Kmeans,0.648676,1
2,Kmeans,0.021712,1
2,Kmeans,0.752697,1
2,Kmeans,0.744375,0
2,Kmeans,0.722026,1
2,Kmeans,0.428275,0
2,Kmeans,0.613166,1
2,Kmeans,0.739571,0
2,Kmeans,0.756269,1
2,Kmeans,0.74675,0
2,Kmeans,0.624927,0
2,Kmeans,0.662313,1
2,Kmeans,0.754046,1
2,Kmeans,0.306838,1
2,Kmeans,0.622839,1
2,Kmeans,0.565116,0
2,Kmeans,0.705583,0
2,Kmeans,0.67352,1
2,Kmeans,0.521915,1
2,Kmeans,0.63148,1
2,Kmeans,0.727001,1
2,Kmeans,0.701225,1
2,Kmeans,0.651695,1
2,Kmeans,0.471803,0
2,Kmeans,0.111625,0
2,Kmeans,0.75629,1
2,Kmeans,0.743315,0
2,Kmeans,0.683234,0
2,Kmeans,0.738236,1
2,Kmeans,0.658581,0
2,Kmeans,0.657813,1
2,Kmeans,0.728093,1
2,Kmeans,0.709061,1
2,Kmeans,0.746302,0
2,Kmeans,0.700618,0
2,Kmeans,0.030853,1
2,Kmeans,0.62021,0
2,Kmeans,0.473336,0
2,Kmeans,0.617047,0
2,Kmeans,0.585346,1
2,Kmeans,0.518869,0
2,Kmeans,0.496354,1
2,Kmeans,0.581178,1
2,Kmeans,0.747704,0
2,Kmeans,0.704318,0
2,Kmeans,0.739898,1
2,Kmeans,0.629179,0
2,Kmeans,0.697298,0
2,Kmeans,0.335466,0
2,Kmeans,0.743508,1
2,Kmeans,0.633769,1
2,Kmeans,0.595255,0
2,Kmeans,0.544954,0
2,Kmeans,0.485127,0
2,Kmeans,0.755685,1
2,Kmeans,0.729652,0
2,Kmeans,0.747028,0
2,Kmeans,0.459587,1
2,Kmeans,0.747219,0
2,Kmeans,0.592724,0
2,Kmeans,0.734845,1
2,Kmeans,0.734036,0
2,Kmeans,0.3644,1
2,Kmeans,0.702616,0
2,Kmeans,0.754864,1
2,Kmeans,0.623002,0
2,Kmeans,0.562164,1
2,Kmeans,0.710839,0
2,Kmeans,0.662104,0
2,Kmeans,0.722966,0
2,Kmeans,0.676855,0
2,Kmeans,0.442336,0
2,Kmeans,0.717462,1
2,Kmeans,0.709758,0
2,Kmeans,0.615361,1
2,Kmeans,0.631145,0
2,Kmeans,0.122529,0
2,Kmeans,0.689537,0
2,Kmeans,0.753038,1
2,Kmeans,0.054595,0
2,Kmeans,0.684473,0
2,Kmeans,0.54948,0
2,Kmeans,0.681025,0
2,Kmeans,0.747556,0
2,Kmeans,0.698003,0
2,Kmeans,0.696219,1
2,Kmeans,0.713336,0
2,Kmeans,0.318909,0
2,Kmeans,0.664482,1
2,Kmeans,0.754111,1
2,Kmeans,0.751239,1
2,Kmeans,0.709365,0
2,Kmeans,0.188695,1
2,Kmeans,0.676149,1
2,Kmeans,0.733801,0
2,Kmeans,0.714152,0
2,Kmeans,0.746634,1
2,Kmeans,0.750575,1
2,Kmeans,0.747795,0
2,Kmeans,0.605186,1
2,Kmeans,0.649257,1
2,Kmeans,0.746382,0
2,Kmeans,0.580318,0
2,Kmeans,0.664931,0
2,Kmeans,0.715584,1
2,Kmeans,0.719077,0
2,Kmeans,0.748098,1
2,Kmeans,0.715081,0
2,Kmeans,0.747244,1
2,Kmeans,0.185415,0
2,Kmeans,0.580327,0
2,Kmeans,0.170338,1
2,Kmeans,0.742098,1
2,Kmeans,0.658066,1
2,Kmeans,0.756304,1
2,Kmeans,0.716314,1
2,Kmeans,0.740871,0
2,Kmeans,0.188528,0
2,Kmeans,0.654028,1
2,Kmeans,0.703771,1
2,Kmeans,0.720728,0
2,Kmeans,0.694093,1
2,Kmeans,0.696298,0
2,Kmeans,0.661677,0
2,Kmeans,0.658931,1
2,Kmeans,0.665475,0
2,Kmeans,0.6664,1
2,Kmeans,0.75629,1
2,Kmeans,0.739687,0
2,Kmeans,0.276424,0
2,Kmeans,0.697226,0
2,Kmeans,0.413498,1
2,Kmeans,0.743602,0
2,Kmeans,0.749116,1
2,Kmeans,0.702615,1
2,Kmeans,0.666808,0
2,Kmeans,0.518048,1
2,Kmeans,0.747935,0
2,Kmeans,0.706886,1
2,Kmeans,0.659388,1
2,Kmeans,0.141433,1
2,Kmeans,0.652333,0
2,Kmeans,0.755732,1
2,Kmeans,0.704874,0
2,Kmeans,0.669077,0
2,Kmeans,0.756322,1
2,Kmeans,0.584373,1
2,Kmeans,0.632774,0
2,Kmeans,0.666227,0
2,Kmeans,0.733229,1
2,Kmeans,0.744909,0
2,Kmeans,0.728316,0
2,Kmeans,0.73171,1
2,Kmeans,0.61907,0
2,Kmeans,0.711948,0
2,Kmeans,0.743198,0
2,Kmeans,0.394715,1
2,Kmeans,0.715312,1
2,Kmeans,0.752257,1
2,Kmeans,0.569461,0
2,Kmeans,0.37474,0
2,Kmeans,0.705249,1
2,Kmeans,0.122088,0
2,Kmeans,0.733984,1
2,Kmeans,0.688794,0
2,Kmeans,0.74784,0
2,Kmeans,0.692505,0
2,Kmeans,0.726168,1
2,Kmeans,0.407825,1
2,Kmeans,0.723369,1
2,Kmeans,0.628515,0
2,Kmeans,0.656712,0
2,Kmeans,0.458266,0
2,Kmeans,0.743397,1
2,Kmeans,0.252305,1
2,Kmeans,0.670391,0
2,Kmeans,0.741083,1
2,Kmeans,0.746654,0
2,Kmeans,0.593307,0
2,Kmeans,0.564099,1
2,Kmeans,0.747943,0
2,Kmeans,0.741092,0
2,Kmeans,0.75542,1
2,Kmeans,0.636513,0
2,Kmeans,0.548118,0
2,Kmeans,0.689996,0
2,Kmeans,0.683052,1
2,Kmeans,0.693903,0
2,Kmeans,0.259884,0
2,Kmeans,0.740024,0
2,Kmeans,0.690969,0
2,Kmeans,0.451536,0
2,Kmeans,0.629597,0
2,Kmeans,0.654874,1
2,Kmeans,0.523716,0
2,Kmeans,0.739116,0
2,Kmeans,0.740982,0
2,Kmeans,0.733122,0
2,Kmeans,0.74759,0
2,Kmeans,0.171168,1
2,Kmeans,0.612846,1
2,Kmeans,0.711139,1
2,Kmeans,0.74347,0
2,Kmeans,0.715028,0
2,Kmeans,0.69114,0
2,Kmeans,0.622475,0
2,Kmeans,0.709874,1
2,Kmeans,0.749987,1
2,Kmeans,0.551889,1
2,Kmeans,0.753933,1
2,Kmeans,0.462786,0
2,Kmeans,0.179144,1
2,Kmeans,0.703121,0
2,Kmeans,0.60178,1
2,Kmeans,0.473947,0
2,Kmeans,0.620388,0
2,Kmeans,0.515024,1
2,Kmeans,0.710054,0
2,Kmeans,0.742986,1
2,Kmeans,0.263047,0
2,Kmeans,0.725465,0
2,Kmeans,0.494441,1
2,Kmeans,0.693388,0
2,Kmeans,0.358137,0
2,Kmeans,0.155181,0
2,Kmeans,0.712442,0
2,Kmeans,0.737202,0
2,Kmeans,0.738638,0
2,Kmeans,0.465163,0
2,Kmeans,0.739344,0
2,Kmeans,0.754244,1
2,Kmeans,0.74323,0
2,Kmeans,0.753933,1
2,Kmeans,0.204543,0
2,Kmeans,0.695073,0
2,Kmeans,0.626657,0
2,Kmeans,0.728087,0
2,Kmeans,0.743943,0
2,Kmeans,0.526376,1
2,Kmeans,0.724326,1
2,Kmeans,0.733966,0
2,Kmeans,0.136742,1
2,Kmeans,0.033576,1
2,Kmeans,0.754609,1
2,Kmeans,0.702027,0
2,Kmeans,0.428044,1
2,Kmeans,0.723044,0
2,Kmeans,0.755568,1
2,Kmeans,0.038808,1
2,Kmeans,0.695268,0
2,Kmeans,0.566517,0
2,Kmeans,0.743609,1
2,Kmeans,0.743947,0
2,Kmeans,0.595634,0
2,Kmeans,0.249103,0
2,Kmeans,0.590811,0
2,Kmeans,0.334108,0
2,Kmeans,0.725944,0
2,Kmeans,0.731306,0
2,Kmeans,0.746171,0
2,Kmeans,0.477101,0
2,Kmeans,0.210777,0
2,Kmeans,0.689099,0
2,Kmeans,0.729586,0
2,Kmeans,0.733449,0
2,Kmeans,0.57818,0
2,Kmeans,0.561519,1
2,Kmeans,0.559002,0
2,Kmeans,0.737331,0
2,Kmeans,0.725407,0
2,Kmeans,0.720634,0
2,Kmeans,0.695395,0
2,Kmeans,0.69036,0
2,Kmeans,0.736862,0
2,Kmeans,0.727138,1
2,Kmeans,0.738152,0
2,Kmeans,0.613357,0
2,Kmeans,0.742484,1
2,Kmeans,0.746867,0
2,Kmeans,0.185842,1
2,Kmeans,0.625302,0
2,Kmeans,0.725804,0
2,Kmeans,0.637372,0
2,Kmeans,0.660349,0
2,Kmeans,0.074689,1
2,Kmeans,0.695145,0
2,Kmeans,0.379876,0
2,Kmeans,0.484761,1
2,Kmeans,0.696485,0
2,Kmeans,0.755275,1
2,Kmeans,0.69199,0
2,Kmeans,0.627165,0
2,Kmeans,0.420022,0
2,Kmeans,0.743639,1
2,Kmeans,0.746477,1
2,Kmeans,0.717484,1
2,Kmeans,0.747664,0
2,Kmeans,0.736735,0
2,Kmeans,0.637792,1
2,Kmeans,0.653922,0
2,Kmeans,0.743411,1
2,Kmeans,0.745655,0
2,Kmeans,0.653144,0
2,Kmeans,0.151397,1
2,Kmeans,0.361121,0
2,Kmeans,0.058462,1
2,Kmeans,0.691622,1
2,Kmeans,0.753778,1
2,Kmeans,0.706071,0
2,Kmeans,0.027569,0
2,Kmeans,0.271373,0
2,Kmeans,0.74101,0
2,Kmeans,0.690057,1
2,Kmeans,0.637015,0
2,Kmeans,0.750304,1
2,Kmeans,0.715725,0
2,Kmeans,0.595118,0
2,Kmeans,0.724334,0
2,Kmeans,0.647058,0
2,Kmeans,0.691061,1
2,Kmeans,0.741577,0
2,Kmeans,0.415981,1
2,Kmeans,0.556901,1
2,Kmeans,0.726951,0
2,Kmeans,0.69956,1
2,Kmeans,0.746425,0
2,Kmeans,0.724975,1
2,Kmeans,0.594326,0
2,Kmeans,0.721879,1
2,Kmeans,0.109475,0
2,Kmeans,0.719004,0
2,Kmeans,0.70566,1
2,Kmeans,0.656111,0
2,Kmeans,0.635521,0
2,Kmeans,0.339519,0
2,Kmeans,0.727814,1
2,Kmeans,0.652382,1
2,Kmeans,0.191123,1
2,Kmeans,0.669535,0
2,Kmeans,0.745908,0
2,Kmeans,0.699245,1
2,Kmeans,0.38704,0
2,Kmeans,0.752411,1
2,Kmeans,0.611537,0
2,Kmeans,0.22228,0
2,Kmeans,0.484587,1
2,Kmeans,0.750287,1
2,Kmeans,0.721391,1
2,Kmeans,0.33823,0
2,Kmeans,0.562476,0
2,Kmeans,0.741053,0
2,Kmeans,0.678576,0
2,Kmeans,0.64812,0
2,Kmeans,0.755623,1
2,Kmeans,0.736294,0
2,Kmeans,0.700334,0
2,Kmeans,0.675399,1
2,Kmeans,0.7527,1
2,Kmeans,0.103625,1
2,Kmeans,0.462819,0
2,Kmeans,0.612013,0
2,Kmeans,0.671323,0
2,Kmeans,0.481418,0
2,Kmeans,0.736958,0
2,Kmeans,0.704645,0
2,Kmeans,0.572682,0
2,Kmeans,0.755381,1
2,Kmeans,0.288995,1
2,Kmeans,0.562816,0
2,Kmeans,0.523076,1
2,Kmeans,0.32414,1
2,Kmeans,0.672565,1
2,Kmeans,0.703378,0
2,Kmeans,0.742781,0
2,Kmeans,0.216133,1
2,Kmeans,0.746617,0
2,Kmeans,0.711876,0
2,Kmeans,0.67728,1
2,Kmeans,0.756318,1
2,Kmeans,0.731721,0
2,Kmeans,0.703771,1
2,Kmeans,0.603301,1
2,Kmeans,0.535355,0
2,Kmeans,0.651678,0
2,Kmeans,0.736195,1
2,Kmeans,0.051088,1
2,Kmeans,0.657997,0
2,Kmeans,0.741092,0
2,Kmeans,0.747917,0
2,Kmeans,0.566517,0
2,Kmeans,0.73026,1
2,Kmeans,0.676149,1
2,Kmeans,0.745949,1
2,Kmeans,0.750226,1
2,Kmeans,0.619267,0
2,Kmeans,0.487759,1
2,Kmeans,0.737636,0
2,Kmeans,0.756304,1
2,Kmeans,0.703573,0
2,Kmeans,0.731512,1
2,Kmeans,0.745124,0
2,Kmeans,0.29877,0
2,Kmeans,0.625385,1
2,Kmeans,0.55417,1
2,Kmeans,0.710045,0
2,Kmeans,0.426884,0
2,Kmeans,0.725978,0
2,Kmeans,0.479104,0
2,Kmeans,0.749633,1
2,Kmeans,0.753574,1
2,Kmeans,0.688909,0
2,Kmeans,0.400281,1
2,Kmeans,0.454906,0
2,Kmeans,0.676003,0
2,Kmeans,0.72886,0
2,Kmeans,0.747011,0
2,Kmeans,0.743513,1
2,Kmeans,0.121952,0
2,Kmeans,0.517636,1
2,Kmeans,0.753684,1
2,Kmeans,0.747762,0
2,Kmeans,0.747719,0
2,Kmeans,0.70591,1
2,Kmeans,0.716296,0
2,Kmeans,0.705981,0
2,Kmeans,0.744798,1
2,Kmeans,0.738031,0
2,Kmeans,0.747924,0
2,Kmeans,0.737031,0
2,Kmeans,0.59687,0
2,Kmeans,0.118039,0
2,Kmeans,0.046513,0
2,Kmeans,0.692959,1
2,Kmeans,0.335828,0
2,Kmeans,0.747513,0
2,Kmeans,0.64314,0
2,Kmeans,0.733332,1
2,Kmeans,0.736727,0
2,Kmeans,0.449906,0
2,Kmeans,0.689989,0
2,Kmeans,0.751733,1
2,Kmeans,0.732619,0
2,Kmeans,0.703415,0
2,Kmeans,0.651111,0
2,Kmeans,0.754565,1
2,Kmeans,0.738076,0
2,Kmeans,0.133249,0
2,Kmeans,0.636624,0
2,Kmeans,0.456195,0
2,Kmeans,0.747958,1
2,Kmeans,0.61357,1
2,Kmeans,0.579099,1
2,Kmeans,0.711636,1
2,Kmeans,0.747961,0
2,Kmeans,0.268334,0
2,Kmeans,0.358686,1
2,Kmeans,0.615211,0
2,Kmeans,0.747622,0
2,Kmeans,0.516391,0
2,Kmeans,0.71442,0
2,Kmeans,0.615611,1
2,Kmeans,0.734672,0
2,Kmeans,0.742799,0
2,Kmeans,0.740871,0
2,Kmeans,0.705341,0
2,Kmeans,0.528847,0
2,Kmeans,0.420914,1
2,Kmeans,0.7024,0
2,Kmeans,0.726425,1
2,Kmeans,0.706186,0
2,Kmeans,0.620934,0
2,Kmeans,0.735153,0
2,Kmeans,0.718949,1
2,Kmeans,0.648447,1
2,Kmeans,0.337645,0
2,Kmeans,0.50626,1
2,Kmeans,0.698058,0
2,Kmeans,0.628385,0
2,Kmeans,0.732744,1
2,Kmeans,0.711895,1
2,Kmeans,0.661801,0
2,Kmeans,0.751548,1
2,Kmeans,0.575129,1
2,Kmeans,0.745831,0
2,Kmeans,0.50223,0
2,Kmeans,0.750538,1
2,Kmeans,0.663137,0
2,Kmeans,0.476063,0
2,Kmeans,0.619345,1
2,Kmeans,0.735519,1
2,Kmeans,0.753273,1
2,Kmeans,0.539208,0
2,Kmeans,0.446781,0
2,Kmeans,0.746006,1
2,Kmeans,0.66175,0
2,Kmeans,0.706838,0
2,Kmeans,0.709874,1
2,Kmeans,0.6575,0
2,Kmeans,0.755172,1
2,Kmeans,0.685812,0
2,Kmeans,0.023342,1
2,Kmeans,0.755275,1
2,Kmeans,0.744179,1
2,Kmeans,0.544517,0
2,Kmeans,0.712869,0
2,Kmeans,0.624757,1
2,Kmeans,0.746425,0
2,Kmeans,0.746563,0
2,Kmeans,0.706355,0
2,Kmeans,0.643579,0
2,Kmeans,0.660078,1
2,Kmeans,0.745077,0
2,Kmeans,0.566135,1
2,Kmeans,0.755941,1
2,Kmeans,0.732938,1
2,Kmeans,0.199855,1
2,Kmeans,0.67192,1
2,Kmeans,0.657437,0
2,Kmeans,0.343507,0
2,Kmeans,0.709982,0
2,Kmeans,0.747917,0
2,Kmeans,0.670289,1
2,Kmeans,0.745652,0
2,Kmeans,0.717924,0
2,Kmeans,0.521431,1
2,Kmeans,0.587316,1
2,Kmeans,0.170071,0
2,Kmeans,0.717539,0
2,Kmeans,0.742291,0
2,Kmeans,0.518048,1
2,Kmeans,0.734411,0
2,Kmeans,0.395938,0
2,Kmeans,0.658033,0
2,Kmeans,0.747742,0
2,Kmeans,0.730285,1
2,Kmeans,0.638343,1
2,Kmeans,0.662007,0
2,Kmeans,0.745499,0
2,Kmeans,0.730132,0
2,Kmeans,0.680876,1
2,Kmeans,0.74793,0
2,Kmeans,0.722374,1
2,Kmeans,0.727041,0
2,Kmeans,0.630472,1
2,Kmeans,0.147734,0
2,Kmeans,0.669162,0
2,Kmeans,0.745684,0
2,Kmeans,0.697649,1
2,Kmeans,0.181334,0
2,Kmeans,0.717916,1
2,Kmeans,0.716384,0
2,Kmeans,0.717576,0
2,Kmeans,0.259728,1
2,Kmeans,0.503261,1
2,Kmeans,0.585843,0
2,Kmeans,0.692229,0
2,Kmeans,0.573922,0
2,Kmeans,0.661131,1
2,Kmeans,0.662681,1
2,Kmeans,0.555021,0
2,Kmeans,0.743249,0
2,Kmeans,0.732878,0
2,Kmeans,0.576005,0
2,Kmeans,0.747481,0
2,Kmeans,0.722161,0
2,Kmeans,0.724022,1
2,Kmeans,0.656827,1
2,Kmeans,0.737833,0
2,Kmeans,0.613376,1
2,Kmeans,0.754293,1
